job_title,company_name,location,about,responsibilities,qualifications,preferred_qualifications,skills,education,compensation,minimum_years_experience,original_url,original_epoch_time,original_api_salary_min,original_api_salary_max,original_id
Senior Data Analytics Engineer,Fullscript,nan,,"['Work cross-functionally to help maintain, build and deploy a Commercial data warehouse to serve reporting, analytical, and self-service needs for key Fullscript stakeholders', 'Work with your leader and team to collaborate on initiatives across functions such as Analytics, Commercial, and RevOps to understand and improve their data', 'Write data transformation code in ELT pipelines to integrate that data into our data warehouse for consumption by the reporting and data analytics functions', 'Mentor and provide technical guidance to junior members of the data engineering team', 'Work with other data engineers to create and populate the data models for downstream consumption, and write the necessary tests to ensure data quality', 'Apply advanced data engineering techniques to optimize performance and scalability of data pipelines', 'Leverage AI and machine learning to build models that are responsive to business requirements and enable the delivery of streamlined, dynamic experiences for customers', 'Apply version control, testing and continuous integration (CI) in the data transformation code', 'Create and maintain data documentation and definitions', 'What you bring to the table:', '5+ years in Data Analytics and/or Data Engineering position as part of ETL/ELT process or data insights development', 'Strong proficiency with SQL and experience using Python for data transformation', 'Experience working with dbt (data build tool)', 'Experience working with Cloud Data warehouses like Snowflake, BigQuery, Redshift and RDBMS (PostgreSQL, MySQL)', 'Hands-on experience with data modeling, schema design, and optimization techniques', 'Proven track record of implementing and maintaining data transformation pipelines using tools like dbt (data build tool), Argo, Airflow, or similar workflow orchestration tools', 'Deep understanding of data engineering best practices, including version control, testing, and CI/CD methodologies', 'Ability to communicate complex technical concepts effectively to both technical and non-technical stakeholders', 'Continuous learning mindset with a keen interest in exploring new technologies and methodologies in the data engineering space', 'Bonus qualifications:', 'Experience with DevOps practices and tools for automated deployment and infrastructure management', 'Practical experience building and deploying data models that leverage AI and machine learning (using Azure, AWS, Snowflake, etc.)', 'Familiarity with machine learning concepts and frameworks for implementing predictive analytics solutions', 'Previous experience in a leadership or mentorship role within a data engineering team', 'Write us a cover letter explaining why data engineering is of special interest to you', 'What we can offer you:', 'Generous PTO and competitive pay', ""Fullscript's RRSP match program for financial health"", 'Flexible benefits package and workplace wellness program', 'Training budget and company-wide learning initiatives', 'Discount on Fullscript catalog of products', 'Ability to work Wherever You Work Well*', '\\n', 'Why Fullscript?', ""Great work happens when people are supported, challenged, and inspired. Here, you'll be part of a team that:"", '⬦ Values innovation—we push boundaries and always look for better ways.', '⬦ Supports growth—through learning, mentorship, and meaningful work.', '⬦ Cares about balance—with flexible work options and time off when you need it.', '📌', ""Apply now—let's build the future of healthcare, together."", 'Fullscript is an equal-opportunity employer committed to creating an inclusive workplace. Accommodations are available upon request—email accommodations@fullscript.com for support.', 'Before joining the team, all candidates who receive and accept an offer will complete a background check.', '🚀', 'MORE INFO:', 'www.fullscript.com', '|', 'www.rupahealth.com', '|', 'Follow us on social media', '@fullscriptHQ', '🔥', 'IN THE NEWS:', 'Fullscript acquires Rupa Health', 'ðŸ""o', ""Let's make healthcare whole"", ""Please mention the word **FAVORITE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],[],"['analytics', 'cloud', 'code', 'design', 'devops', 'digital nomad', 'engineer', 'engineering', 'financial', 'growth', 'health', 'healthcare', 'junior', 'leader', 'python', 'senior', 'support', 'technical', 'testing']",[],[],,https://remoteOK.com/remote-jobs/remote-senior-data-analytics-engineer-fullscript-1093152,1746910803,67500,120000,1093152
Digital Editorial Manager,Cozymeal,Worldwide. This is a remote role and qualified candidates from anywhere in the world can apply for this role.,,[],[],[],"['content', 'lead', 'manager', 'seo', 'support']",[],"['Work anywhere in the world (we are a 100% remote team).', 'Opportunity to grow within the organization and learn from some of the best in the industry.', 'Great work environment with a strong and friendly team of co-workers.']",,https://remoteOK.com/remote-jobs/remote-digital-editorial-manager-cozymeal-1093151,1746882008,20000,70000,1093151
Senior Fullstack Software Engineer,Blotato,nan,,[],[],[],"['aws', 'dev', 'heroku', 'javascript', 'typescript']",[],[],,https://remoteOK.com/remote-jobs/remote-senior-fullstack-software-engineer-blotato-1093150,1746841135,80000,120000,1093150
Investment Manager,Wintermute,the United States,,[],[],[],"['admin', 'crypto', 'cryptocurrency', 'defi', 'finance', 'financial', 'growth', 'investment', 'management', 'manager', 'software', 'support', 'technical', 'web3']",[],"['Engaging projects offering accelerated responsibility and ownership compared to traditional finance environments', 'Performance-based compensation with significant earning potential', 'Flat company structure: your ideas get heard by the right people very quickly', 'Work flexibility: This role is open to remote candidates located in the US', 'Dynamic and Multicultural work environment (20 nationalities and counting!)', '\\n', ""Please mention the word **SPARKLING** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-investment-manager-wintermute-1093149,1746824406,50000,80000,1093149
Content Writer,Blink UX,All Locations,"Blink UX is a product design consulting firm creating products that people use, love, and remember. Blink has over two decades of experience in UX research, strategy, and design, partnering with innovative industry leaders including Amazon, Chase, Gates Foundation, Google, Meta, and NASA. For more information, visit
blinkux.com
.
Our Culture
Maintaining a positive company culture requires the same careful curation, management, and rigor as any other aspect of a business. At Blink, we consciously design our culture to ensure that employees have the structure and guidance they need to fully develop their skills and abilities for a happy and rewarding career. Be sure to read up on the unique aspects of our company culture framework and ensure they align with your working style.
EEO
When hiring, we aim to build teams of compassionate people with diverse experiences, thoughts, and skills. All qualified applicants will receive consideration for employment without regard to race, color, national origin, religion, sexual preference, gender identity or age, disability or length of time spent unemployed.
Following your application submission,n we encourage you to disclose personal demographic information in order to help us comply with federal and state Equal Employment Opportunity record-keeping requirements. We will also use this information in an anonymous,s aggregated form to help us measure and improve diversity at Blink.
Please mention the word **FLUTTER** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","['Write blogs and thought leadership content in collaboration with subject matter experts, ensuring the content reflects their voice and expertise.', 'Create persuasive sales enablement materials, including one-sheets, case studies, and product/service descriptions.', 'Develop content for LinkedIn and email campaigns that engage prospects and clients.', 'Research and write about unfamiliar topics, quickly learning and adapting to new subjects to ensure accuracy and relevance.', 'Work closely with the marketing and sales teams to align content with broader business goals.', 'Ensure all content is optimized for SEO, including keyword research, on-page optimization, and improving content visibility.', 'What we are looking for:', '2-3 years of experience in marketing, content strategy, or a related field.', 'Proven experience writing in various voices for different audiences, especially technical and expert tones.', 'Strong ability to collaborate with subject matter experts to produce high-quality content.', 'Experience writing sales enablement materials and B2B content.', 'Comfortable working with unfamiliar topics and conducting research to write knowledgeable, concise content.', 'Solid understanding of SEO best practices, including keyword research, on-page optimization, and SEO-friendly writing.', 'Excellent writing, editing, and communication skills.', 'Familiarity with LinkedIn and email marketing best practices.', 'Familiarity with Google Ads and Analytics is a plus', '\\n', '$75,500 - $94,500 a year', 'Our Pay Philosophy', 'We provide clear career paths and opportunities for growth while maintaining a strong sense of inclusivity in our workforce. We continue to infuse the same philosophy when it comes to posting positions by practicing salary transparency; each role is assigned a clear salary band which our recruiters will review at the start of the interview process. So, while the above pay rate or salary range represents the expected salary for this position, in determining your actual pay it will be reviewed by a recruiter and take into consideration: your experience, your location, etc', '\\n', ""If your experience looks a little different†̄from what we've identified and you think you would be a good fit for the role, we'd love to learn more about you. Please include a cover letter and state why you think you'd be a good fit!""]",[],[],"['ads', 'analytics', 'consulting', 'content', 'design', 'digital nomad', 'growth', 'marketing', 'recruiter', 'sales', 'seo', 'technical', 'ux', 'voice', 'writer']",[],[],,https://remoteOK.com/remote-jobs/remote-content-writer-blink-ux-1093147,1746788411,47500,75000,1093147
Sales Development Representative,Torch,Linkedin,,[],[],[],"['lead', 'marketing', 'sales', 'support']",[],[],,https://remoteOK.com/remote-jobs/remote-sales-development-representative-torch-1093146,1746788402,45000,67500,1093146
Sr Software Engineer Cross Platform Applications,Smallstep,San Francisco,,[],[],[],"['engineer', 'golang', 'software']",[],[],,https://remoteOK.com/remote-jobs/remote-sr-software-engineer-cross-platform-applications-smallstep-1093143,1746724503,55000,100000,1093143
Sr Software Engineer Backend Web Applications,Smallstep,San Francisco,,[],[],[],"['backend', 'engineer', 'golang', 'software', 'web']",[],[],,https://remoteOK.com/remote-jobs/remote-sr-software-engineer-backend-web-applications-smallstep-1093144,1746724503,70000,85000,1093144
Web3 Marketing Manager,"Manta Network, Powered by p0x labs",Anywhere,,[],[],[],"['content', 'full-time', 'manager', 'marketer', 'marketing', 'non tech', 'voice', 'web3']",[],[],,https://remoteOK.com/remote-jobs/remote-web3-marketing-manager-manta-network-powered-by-p0x-labs-1093142,1746723602,35000,65000,1093142
Web3 Marketing Manager,"Manta Network, Powered by p0x labs",Anywhere,,[],[],[],"['content', 'full-time', 'manager', 'marketer', 'marketing', 'non tech', 'web3']",[],[],,https://remoteOK.com/remote-jobs/remote-web3-marketing-manager-manta-network-powered-by-p0x-labs-1093141,1746702001,35000,65000,1093141
Smart Contract Engineer,Risk Labs,Remote,,"['Protocol architecture', ': Design and build protocol upgrades from idea to deployment.', 'Smart contracts', ': Implement designs with a focus on security, simplicity, ease of use, and gas-efficiency.', 'Code review and mentorship', "": Write code in a highly collaborative open source ecosystem. In depth reviews of others' contributions is expected with a focus on helping others grow their technical expertise."", 'Bots', ': write complimentary offchain code to interact with the protocol. Bots should have a high degree of correctness, efficiency, and anti-fragility', ""These responsibilities are going to be similar to the Sr. Smart Contract role posted; however, as a junior engineer, we have lower expectations about your previous experience. That doesn't mean our expectations are low, instead we have higher expectations for the demonstrable and uncanny ability to learn and apply new concepts quickly. Someone who is exceptionally keen to learn and invest their time with us, in exchange for us investing in their growth. Someone who we hire for this role will become proficient in the above categories.""]","['2+ years of experience in engineering at a software organization. This can include multiple internships, what we want to see is your familiarity with engineering best practices (sprints, code review, etc.) and a level of professionalism.', '1+ years of working with blockchain-based projects (think hackathons or personal projects as well), and a deep passion for blockchain technology, cryptoeconomic protocol design, game theory, or decentralized finance', 'Outstanding critical thinking skills; low ego, high curiosity and comfort in being wrong', 'A love for great software; desire to understand the why and the how of everything you work on', 'Demonstrated ability to apply existing skills to new technologies', 'Growth mindset; a desire to learn from and mentor those around you', 'Strong communication and collaboration skills, especially written']",[],"['blockchain', 'code', 'collaboration', 'communication', 'critical thinking', 'crypto', 'defi', 'design', 'digital nomad', 'engineer', 'engineering', 'game', 'junior', 'organization', 'software', 'support', 'technical', 'training']",[],"['Salaries for this role range from $100-200k (USD), and your token allocation can grow with your voting rewards while you participate in the growing ecosystem.', 'Will pay in stablecoins or fiat', 'Philosophies for a culture that show we care: Take vacation when you need it, family care, training and development (just to name a few)', '100% remote, which means we encourage you to create the work environment that you thrive in', 'We are a globally distributed team and require all employees to have at least 3-4 hours of daily overlap with Eastern Standard Time (EST) to ensure seamless collaboration and communication. This allows us to work effectively across time zones while maintaining a strong team connection.', 'At least two team wide offsite trips a year', '\\n', ""Studies have shown that women and people of colour are less likely to apply to jobs unless they meet every single qualification. Risk Labs, the employing entity, is an equal opportunity employer and is dedicated to diverse, inclusive, and authentic workplaces. So,  if you're excited about this role but your past experience doesn't perfectly align- we encourage you to apply anyways. We value you taking the chance. Risk labs will not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."", 'Our values:', ""1) We value each individual's right to economic freedom."", '2) We value openness, honesty, and directness.', '3) We value integrity.', '4) We value iterative learning.', '5) We value taking smart risks.', '6) We value creating an environment where everyone ""does their best work"".', 'Why do we love working at Risk Labs?', ""We are a group that's aligned with the ethos of the crypto industry and doing our best to make an impact for the industry and world at large. You'll succeed with Risk Labs if you're a self-starter, kind, adaptable, and passionate about making an impact. Risk Labs is a values driven team that strives to create an environment where we can do our best work, and succeed. We're building products that we believe in, and continuing to strive for innovation and growth. Both personally and professionally we support each other to create a happy, healthy, and inspired team vibe, so we can remain motivated to build things the world needs and loves. We take pride in the fact that we are at once family-friendly as well as nomad-friendly."", ""UMA's optimistic oracle is a decentralized truth machine for Web3- yes, that's a bold and very exciting statement. We've built a solid foundation, in terms of the team, the technology, and the products, and the road map ahead is one full of exciting technical challenges, growth, and telling our story to the world. Across is creating an interoperable world where DeFi is seamless with its intents based architecture. We've grown from an early bridge, to a market leader, and won't stop innovating and building. We have big dreams, and a team excited to bring them to life."", 'Still want to know more?', 'Our team blends a mix of highly-sought engineers, and a diverse business team to showcase their high quality tech. Our international and fast-growing team includes a diverse background of experiences and has drawn world class talent. We have a great network of supportive investors from groups like: Placeholder, Blockchain Capital, Bain Capital, Coinbase, Dragonfly... to name a few.', 'Teammates take the time off that they need and support each other to be their best selves- we care about your wellness.', ""You will not get bored with Risk Labs. We are constantly developing, building, experimenting and evolving. Yes we try to allow people to focus on their specific product areas, but things are always shifting and evolving. There's no right answer and we're all just doing our best!"", ""Please mention the word **DILIGENCE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",2.0,https://remoteOK.com/remote-jobs/remote-smart-contract-engineer-risk-labs-1093140,1746694803,55000,100000,1093140
Australia Deputy MLRO,MoonPay,Trustpilot,,[],[],[],"['analytics', 'crypto', 'finance', 'financial', 'growth', 'management', 'recruiter', 'senior', 'software', 'support', 'training', 'video', 'voice', 'web3']",[],[],,https://remoteOK.com/remote-jobs/remote-australia-deputy-mlro-moonpay-1093138,1746633608,60000,80000,1093138
Account Executive,Creator Deck,Remote,,[],"['Proficiency in managing timelines, tracking budgets, and multitasking across simultaneous campaigns.', 'Excellent communication skills for effective client interactions, team collaboration, and talent management.', 'Analytical and strategic mindset to derive actionable insights from campaign performance data.', 'Adaptability, attention to detail, and a proactive approach to problem-solving.', 'Familiarity with industry tools/platforms is beneficial.', '----', 'This is a contract-to-hire role. This is a 40 hour a week position with a salary of $38/hr. This role is great for a dynamic individual capable of multitasking, managing relationships, and delivering results-driven campaigns aligned with brand goals.', '\\n', '\\n', '$35 - $38 an hour', '\\n', ""Please mention the word **HOORAY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['adaptability', 'collaboration', 'communication', 'content', 'executive', 'health', 'problem-solving']",[],[],,https://remoteOK.com/remote-jobs/remote-account-executive-creator-deck-1093137,1746630009,0,0,1093137
Design Centric Senior Front End Engineer,Dapper Labs,blockchain,,[],[],"['Has been utilizing AI solutions and exploring new technologies to boost productivity, and ship to users faster than traditional methods.', 'Experience with blockchain technologies.', '\\n', ""Dapper Labs is the world's first blockchain entertainment company. We are the creators of industry-leading experiences including CryptoKitties, NBA Top Shot, NFL All Day, Disney Pinnacle as well as Dapper Wallet – the simplest way to manage your assets and use the blockchain. We are also the original developers behind Flow, a new decentralized blockchain designed from the ground up for scalability and ease of use. Our mission at Dapper Labs is to make the world a more accessible and enjoyable place through consumer adoption of decentralized technologies. We have raised over $600M from leading and notable investors including Andreessen Horowitz, Coatue, Union Square Ventures, Venrock, Google Ventures (GV), Samsung, and the founders of Dreamworks, Reddit, Coinbase, Zynga, and AngelList, among others."", 'Visit our website to learn even more about Dapper Labs, including information about']","['code', 'css', 'design', 'digital nomad', 'engineer', 'front-end', 'frontend', 'javascript', 'senior', 'software']",[],"['.', ""Please mention the word **PROSPERITY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-design-centric-senior-front-end-engineer-dapper-labs-1093136,1746626404,80000,155000,1093136
Senior Software Engineer Hosted Team,Cast AI,nan,,[],[],[],"['engineer', 'golang', 'senior', 'software']",[],[],,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-hosted-team-cast-ai-1093133,1746609304,70000,120000,1093133
Sr Software Engineer,Smallstep,nan,,[],[],[],"['engineer', 'golang', 'software']",[],[],,https://remoteOK.com/remote-jobs/remote-sr-software-engineer-smallstep-1093132,1746605702,55000,100000,1093132
Senior Front End Engineer,Maxflow BV / CrazyGames,nan,,[],[],"['NextJS', 'experience.', 'You have experience', 'optimizing', 'a large React application for a', 'broad audience', 'with a', 'wide range of devices', '.', 'You can implement both a very', 'concrete design', 'as well as a high level', 'wireframe', '.', 'You can think from the', 'perspective of the user', '.', 'You have experience', 'interpreting analytics data', 'to drive', 'design choices', '.', 'You are', 'intelligent, efficient, and organized', '. You have an attention to detail.', 'You like open, efficient, and to-the-point', 'communication', 'and you have experience in working remotely.', ""Please mention the word **GOOOD** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]","['analytics', 'code', 'design', 'designer', 'digital nomad', 'engineer', 'engineering', 'front-end', 'frontend', 'manager', 'react', 'senior', 'typescript']",[],"['Join our international engineering team\xa0of 7 experienced engineers', 'Work closely together with a product manager and designer to ensure users have the best experience possible', 'A modern tech stack ( NextJS, GraphQL, Typescript and ExpressJS ) on a massive scale (up to 300,000,000 gameplays per month,', 'from', 'users', 'across', 'the', 'world', ')', 'A lot of responsibility and freedom. We hire only experts and trust them to deliver excellent results.', 'Flexible working hours and location. The results are what counts!', '1 to 2 team weeks per year. We pay for flights and accommodation so you can have fun with the team.', 'The opportunity to play', 'games', ""and claim it's work."", 'Reach out if:', 'You have multiple years of experience as a', 'React', 'developer', '.']",,https://remoteOK.com/remote-jobs/remote-senior-front-end-engineer-maxflow-bv-crazygames-1093131,1746604910,70000,120000,1093131
Technical Documentation Engineer,Tether Operations Limited,nan,,[],[],[],"['bitcoin', 'code', 'engineer', 'financial', 'fintech', 'git', 'growth', 'leader', 'node.js', 'ops', 'support', 'technical', 'writer']",[],[],,https://remoteOK.com/remote-jobs/remote-technical-documentation-engineer-tether-operations-limited-1093130,1746604902,65000,110000,1093130
Dutch Content Creator,TransPerfect,nan,,[],[],[],['content'],[],"[': Task-basedÂ', 'Â', 'DataForce by TransPerfect is currently looking for Dutch Content Creators to join our remote Chaya Content Creation project. Â', 'Â', 'Â', 'This is an exciting opportunity to be a part of an innovative project to improve AI technology. Â', 'Â', 'Task Summary:', 'Â', 'Content creators will craft text/SMS sequences, email chains, and paragraphs on provided topics. The content needs to feel natural and reflect everyday language. Typos and misspellings are acceptable as long as they remain easily understood by native speakers.', 'Â', 'Each piece of content should range from 10 to 150 words.Â', 'Â', 'Please note that the use of any AI tools is not allowed for content creation. All submitted content will be reviewed for plagiarism and use of AI technologies.', 'Â', 'Idiomatic fluency in', 'Dutch (Netherlands)', 'Excellent writing skills in', 'Dutch', '(grammar, spelling)Â Â', 'Professional proficiency in English Â', 'Attention to detail\xa0Â', 'Availability to work at least 8 hours per week for the duration of the projectÂ', 'Â', ""DataForce by TransPerfect is part of the TransPerfect family of companies, the world's largest provider of language and technology solutions for global business, with offices in more than 100 cities worldwide. Â"", 'Â', 'DataForce by TransPerfect offers high-quality data for Human-Machine Interaction to some of the most prestigious technology companies in the world. Our department focuses on gathering, enriching and processing data for Machine Learning in different AI domains.\xa0Â', 'Â', 'To learn more about DataForce please visit us at†̄', 'https://www.transperfect.com/dataforce.com/dataforce', '†̄', 'Â', ""Please mention the word **EYECATCHING** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-dutch-content-creator-transperfect-1093129,1746604892,0,0,1093129
Product Marketing Manager Europe,Hostaway,Europe,,[],[],[],"['education', 'growth', 'health', 'manager', 'marketing', 'saas', 'sales', 'strategy', 'testing']",[],"['Competitive Compensation:', 'We offer competitive pay based on market rates in the country of the applicant.', '100% Remote:', ""Enjoy the freedom to work from anywhere within your country of residence—be it a co-working space, your home office, or even your dining room table. The choice is yours. Just don't ask to work in our office (we don't have one)."", 'Equity:', ""Every role in our company comes with valuable stock options in a fast-growing and profitable company. This ensures we all share in the company's success."", 'Values-Driven Leadership:', ""Our Core Values are not just words we've written to make us feel good. We leverage them daily when making strategic and tactical decisions."", 'Professional Growth:', 'Our rapid growth offers unparalleled learning and development opportunities, along with a multitude of career advancement opportunities.', 'Annual Paid Leave:', 'The specific amounts vary by country and are aligned with country and/or contract-specific norms.', 'Geographic Specific Benefits:', 'As an international employer, we offer different country-specific benefits such as Health Insurance and Pensions in countries where these perks are customary. The specifics depend on the country of the applicant.', 'Dynamic Team Culture:', 'As a global company with team members in over 40 countries, our diverse and international culture fuels our innovation and creativity, providing a key pillar to our success (and making it a lot of fun to work here).', 'If you apply for this role, you will receive an email from our Talent Acquisition team after your application has been reviewed alongside the qualifications for this role and the qualifications of others who have applied.', ""Please mention the word **SKILLFULLY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-product-marketing-manager-europe-hostaway-1093128,1746604884,45000,67500,1093128
Account Executive,Actindo AG,Neukundengewinnung,,[],[],[],"['backend', 'executive', 'saas', 'sales', 'software']",[],[],,https://remoteOK.com/remote-jobs/remote-account-executive-actindo-ag-1093126,1746604855,55000,70000,1093126
Software Engineer III,Nextech,Remote,,[],[],[],"['accounting', 'code', 'devops', 'engineer', 'finance', 'full-stack', 'healthcare', 'javascript', 'leader', 'microsoft', 'scrum', 'software', 'support', 'technical', 'travel']",[],[],,https://remoteOK.com/remote-jobs/remote-software-engineer-iii-nextech-1093125,1746604839,60000,85000,1093125
Data and Business Intelligence Engineer Mid Level Fully,Utility Profit + Sunroom,Tesla,,"['BI Development:', 'Build, maintain, and optimize', 'dashboards, charts, and tables in Metabase', 'to provide real-time insights.', 'Data Analysis:', 'Write', 'complex SQL queries', 'to extract, manipulate, and analyze large datasets.', 'Cross-Team Collaboration:', 'Work with', 'product, sales, and operations teams', 'to identify key metrics and design impactful BI solutions.', 'Data Integrity & Performance:', 'Ensure data accuracy, troubleshoot discrepancies, and optimize queries for efficiency.', 'Scalability & Best Practices:', 'Document and implement', 'best practices for data workflows', ', improving BI tool performance and usability.', 'Our Ideal Candidate', 'Goal-Oriented:', 'Creative, logical, and proactive in achieving goals and tracking key metrics.', 'Fast-Paced:', 'Thrives in a dynamic environment, managing multiple priorities efficiently.', 'Entrepreneurial Spirit:', 'A proactive self-starter mentality, always looking for ways to innovate and improve.', 'Team Growth:', 'Experience working in small teams where responsibilities increase over time.', 'Energetic and Passionate:', 'With a strong sense of humor and compassion, you bring energy and passion to the team.']","['2-7 years', 'of experience in', 'data analysis or BI engineering', '(preferably in SaaS or fast-paced startups).', 'Experience with PostgreSQL, including writing optimized queries for large datasets.', 'Experience with BI tools (', 'Metabase preferred', ').', 'Ability to', 'analyze large datasets', ', troubleshoot discrepancies, and deliver clear, actionable insights.', 'Good communication skills in English', '(written & verbal).', 'Located within 2 hours of US Central time zone (candidate can be based in Central or South America, Carribean, etc. if the location is within 2 hours of US CT)', ""Please mention the word **CIVILITY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['bi', 'communication', 'data analysis', 'design', 'digital nomad', 'educational', 'engineer', 'leader', 'operations', 'postgresql', 'saas', 'telecom']",[],"['Fully Remote:', 'Work from anywhere in the world.', 'Competitive salary paid in USD.', 'High ownership and autonomy', 'in a dynamic, growth-oriented startup environment.', 'Opportunity to work on a rapidly growing product', 'with real impact.', 'Be part of one of the fastest-growing B2B ARR companies', 'in the PropTech sector.', '🚀', 'No formal educational degree required—we value your skills and experience. All candidates are welcome!']",7.0,https://remoteOK.com/remote-jobs/remote-data-and-business-intelligence-engineer-mid-level-fully-utility-profit-sunroom-1093124,1746604815,70000,120000,1093124
Senior Software Engineer,Nava,We have fully remote options if you reside in one of the following states:,,"['Working with fellow Nava engineers to design, review, and build well-crafted software.', 'Collaborating with government partners and other contractors to architect, implement, and deploy new systems and improvements to existing systems.', 'Working in an agile manner to efficiently ship new features that meet user needs.', 'Creating tools and processes to automate our development, testing, and production workflows.', 'Writing and reviewing technical documentation, and performing code reviews.', 'Participating in an on-call rotation to support production systems and investigate issues when they occur.', 'Taking part in hiring activities (e.g., submitting referrals, conducting interviews, and attending interview debriefs), as needed.']","['At least 6 years of hands-on professional work experience building web applications and creating APIs', 'Experience with backend & DevOps skills, Java Spring, Kubernetes, and SQL/RDS,', 'Understanding of web and mobile user interface design best practices', 'Should be comfortable working in a fast-paced, dynamic environment in a self-directed manner that requires minimal supervision', 'Familiarity with web accessibility standards to deliver services that are not just minimally accessible, but a simple and intuitive experience for all users, including those who rely on assistive technologies', 'Strong communication and cross-functional collaboration skills', 'Equal parts systems thinker and advocate for users', 'Highly resourceful, reliable, and detail-oriented', 'Ability to think strategically around trade-offs and short-term vs. long-term benefits', 'An adaptive, empathetic, collaborative, and positive mindset', 'Excellent written and real-time communication. technical and otherwise', '\\n', '$135,900 - $171,000 a year', '\\n', 'Other requirements', 'All roles at Nava require the following:', 'Must be legally authorized to work in the United States.', 'Must meet any other requirements for government contracts for which candidates are hired.', ""Work authorization that doesn't require visa sponsorship, now or in the future."", 'May be subject to a government background check or security clearance, depending on the contract.']",[],"['backend', 'cloud', 'code', 'collaboration', 'communication', 'consultancy', 'design', 'devops', 'digital nomad', 'engineer', 'engineering', 'growth', 'health', 'java', 'kubernetes', 'mobile', 'python', 'recruiting', 'security', 'senior', 'software', 'spring', 'sql', 'support', 'technical', 'training', 'travel', 'user interface design', 'web']",[],"['Health coverage', '–', 'Comprehensive medical, dental, and vision plans to support your overall health needs.', 'Time off', '–', 'Vacation, holidays (including Juneteenth), and floating days to rest and recharge.', 'Company holidays-', 'Enjoy 12 paid federal holidays each year on top of your regular PTO.', 'Annual bonus', '–', 'When Nava meets goals, eligible employees receive a performance-based annual bonus.', 'Parental leave', '–', 'Paid time off for new parents, plus weekly meals delivered to your home.', 'Wellness program', '–', 'Full platform offering physical, mental, & emotional health resources & support tools.', 'Virtual care', '–', ""See doctors online with no copay through UnitedHealthcare's virtual visit program."", 'Sabbatical leave', '–', 'Earn extended paid leave after continuous service for personal growth or rest.', '401(k) match', '–', 'Nava matches 4% of your salary to support your retirement savings plan.', 'Flexible work', '–', 'Remote-first environment with flexibility built around your schedule and responsibilities.', 'Home office setup', '–', 'Company laptop & setup assistance provided via Staples for remote work needs.', 'Utility support', '–', 'Monthly reimbursement to help offset eligible home office utility expenses.', 'Learning opportunities', '–', 'Internal training programs and resources to help grow your professional skills.', 'Development budget', '–', 'Annual allowance for courses, tuition, certifications, & LinkedIn Learning access.', 'Referral bonus', '–', 'Get rewarded when you refer great people who join the Nava team.', 'Commuter benefits', '–', 'Pre-tax commuter programs to support in-office travel when applicable.', 'Insurance coverage', '–', 'Nava provides disability, life, and accidental death insurance at no cost.', 'Supportive culture', '–', 'A collaborative and remote-friendly team environment where people genuinely care.']",6.0,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-nava-1093123,1746604803,62500,92500,1093123
